week_start,district,disease,cases,temperature,humidity,rainfall,population_density,sanitation_index,cases_last_4weeks,cases_last_8weeks,CERS
2019-08-11,Sheikhupura,Influenza,4,25.7,73.6,1.8,118,0.55,37.0,55.0,12.785714285714286
2019-09-15,Sheikhupura,Influenza,18,32.4,64.8,8.6,514,0.72,49.0,73.0,33.98571428571429
2019-10-27,Sheikhupura,Influenza,17,16.1,60.3,18.5,398,0.44,52.0,83.0,40.09761904761905
2019-12-01,Sheikhupura,Influenza,20,25.3,80.4,9.9,474,0.57,59.0,96.0,37.445238095238096
2020-05-24,Sheikhupura,Influenza,1,30.0,55.8,16.7,325,0.41,56.0,93.0,28.221428571428575
2020-05-31,Sheikhupura,Influenza,6,29.2,42.9,17.2,466,0.73,44.0,93.0,29.628571428571433
2021-01-10,Sheikhupura,Influenza,25,21.9,61.1,18.9,579,0.57,52.0,104.0,48.30238095238095
2021-01-17,Sheikhupura,Influenza,11,37.2,67.0,3.0,496,0.76,43.0,102.0,25.78571428571429
2022-02-13,Sheikhupura,Influenza,29,24.5,46.6,9.2,334,0.77,71.0,127.0,33.57142857142857
2022-03-13,Sheikhupura,Influenza,8,32.7,64.7,0.5,267,0.61,73.0,117.0,18.18809523809524
2022-03-27,Sheikhupura,Influenza,10,33.2,49.7,13.2,833,0.99,58.0,110.0,36.94761904761904
2022-10-02,Sheikhupura,Influenza,2,30.4,83.1,12.5,245,0.6,49.0,92.0,20.226190476190478
2022-11-06,Sheikhupura,Influenza,17,25.4,42.8,6.7,999,0.64,37.0,108.0,50.23095238095239
2023-08-06,Sheikhupura,Influenza,11,25.6,72.5,0.9,524,0.59,40.0,113.0,29.069047619047623
2024-04-07,Sheikhupura,Influenza,9,29.2,44.5,6.6,392,0.62,39.0,97.0,25.776190476190475
2024-05-26,Sheikhupura,Influenza,17,25.4,57.3,11.6,520,0.49,54.0,103.0,39.714285714285715
2024-06-02,Sheikhupura,Influenza,15,28.5,42.2,0.9,171,0.59,52.0,89.0,19.588095238095242
2024-10-27,Sheikhupura,Influenza,0,32.6,82.1,3.2,632,0.56,41.0,81.0,28.133333333333333
2024-12-15,Sheikhupura,Influenza,38,25.9,78.0,10.4,485,0.64,70.0,109.0,46.94761904761905
2025-02-16,Sheikhupura,Influenza,34,36.0,87.6,14.0,371,0.8,87.0,141.0,39.46190476190476
2025-03-16,Sheikhupura,Influenza,9,36.5,48.6,12.3,900,0.39,81.0,133.0,50.15952380952381
2025-06-01,Sheikhupura,Influenza,6,31.9,88.4,19.9,996,0.9,87.0,128.0,45.24523809523809
2025-10-05,Sheikhupura,Influenza,13,28.3,62.8,8.2,464,0.57,62.0,132.0,32.261904761904766
2025-12-28,Sheikhupura,Influenza,12,32.8,89.4,14.5,989,0.61,40.0,127.0,51.54047619047619
2015-09-13,Sheikhupura,Malaria,49,37.0,41.2,10.4,689,0.95,49.0,49.0,53.833333333333336
2016-01-31,Sheikhupura,Malaria,20,28.3,53.0,14.7,711,0.39,69.0,69.0,51.34523809523809
2016-05-08,Sheikhupura,Malaria,13,24.3,67.5,18.9,239,0.6,82.0,82.0,29.511904761904763
2016-10-16,Sheikhupura,Malaria,15,28.0,69.5,17.3,854,0.71,97.0,97.0,48.154761904761905
2017-04-02,Sheikhupura,Malaria,7,32.1,59.2,18.3,532,0.77,55.0,104.0,32.15
2017-07-30,Sheikhupura,Malaria,14,20.6,58.6,5.3,180,0.42,49.0,118.0,24.91666666666667
2017-09-10,Sheikhupura,Malaria,57,35.7,74.3,7.9,268,0.87,93.0,175.0,44.721428571428575
2017-11-05,Sheikhupura,Malaria,17,24.3,43.5,15.8,300,0.75,95.0,192.0,29.280952380952378
2018-07-01,Sheikhupura,Malaria,20,38.5,53.5,14.5,646,0.43,108.0,163.0,48.278571428571425
2018-07-08,Sheikhupura,Malaria,36,22.6,50.0,12.1,396,0.51,130.0,179.0,46.28809523809524
2018-09-09,Sheikhupura,Malaria,19,31.1,53.7,13.5,527,1.0,92.0,185.0,31.840476190476192
2018-10-07,Sheikhupura,Malaria,14,21.8,74.0,9.2,154,0.95,89.0,184.0,15.400000000000002
2019-05-12,Sheikhupura,Malaria,12,32.5,69.4,0.4,847,0.58,81.0,189.0,40.35714285714286
2019-07-07,Sheikhupura,Malaria,49,24.4,71.4,10.6,605,0.93,94.0,224.0,51.53333333333333
2019-07-28,Sheikhupura,Malaria,44,38.5,81.1,0.1,468,0.81,119.0,211.0,41.25952380952381
2019-09-22,Sheikhupura,Malaria,37,33.8,78.6,8.7,498,0.43,142.0,231.0,50.15952380952381
2019-11-10,Sheikhupura,Malaria,12,25.8,63.4,4.3,227,0.6,142.0,223.0,21.24047619047619
2020-04-19,Sheikhupura,Malaria,5,30.0,58.2,6.4,621,0.67,98.0,192.0,30.02380952380952
2021-02-14,Sheikhupura,Malaria,9,33.8,40.2,17.2,242,0.46,63.0,182.0,29.27619047619048
2021-03-14,Sheikhupura,Malaria,8,35.9,52.3,0.5,205,0.92,34.0,176.0,9.92142857142857
2021-08-08,Sheikhupura,Malaria,53,29.5,66.3,18.7,410,0.71,75.0,217.0,55.76904761904762
2021-10-03,Sheikhupura,Malaria,17,28.9,81.6,1.6,684,0.44,87.0,185.0,41.180952380952384
2022-04-03,Sheikhupura,Malaria,16,27.6,44.1,16.6,706,0.75,94.0,157.0,42.642857142857146
2022-04-24,Sheikhupura,Malaria,18,35.7,56.2,4.0,968,0.86,104.0,138.0,44.019047619047626
2022-11-13,Sheikhupura,Malaria,3,27.5,42.9,12.8,317,0.96,54.0,129.0,16.14761904761905
2022-11-27,Sheikhupura,Malaria,5,31.1,48.4,1.1,910,0.93,42.0,129.0,31.80714285714286
2023-12-03,Sheikhupura,Malaria,4,28.7,64.8,17.7,933,0.5,30.0,124.0,48.90238095238095
2023-12-17,Sheikhupura,Malaria,13,30.4,79.6,7.9,691,0.92,25.0,129.0,32.67857142857142
2024-03-10,Sheikhupura,Malaria,19,29.6,52.9,4.6,833,0.56,41.0,95.0,46.39047619047619
2024-04-21,Sheikhupura,Malaria,9,28.9,66.9,9.2,990,0.56,45.0,87.0,48.20952380952381
2024-06-23,Sheikhupura,Malaria,8,33.1,85.5,15.8,432,0.8,49.0,79.0,27.538095238095238
2024-08-11,Sheikhupura,Malaria,15,34.7,74.7,12.5,291,0.35,51.0,76.0,34.18809523809524
2024-10-13,Sheikhupura,Malaria,0,30.4,52.0,4.8,416,0.54,32.0,73.0,22.13333333333333
2025-05-25,Sheikhupura,Malaria,17,36.8,88.6,9.2,275,0.97,40.0,85.0,20.747619047619047
2025-06-22,Sheikhupura,Malaria,16,25.5,46.3,11.1,528,0.43,48.0,97.0,40.359523809523814
2025-08-17,Sheikhupura,Malaria,63,32.1,76.8,1.1,469,0.74,96.0,147.0,54.05
2025-09-14,Sheikhupura,Malaria,24,30.8,83.2,10.4,160,0.73,120.0,152.0,26.314285714285713
2025-11-02,Sheikhupura,Malaria,5,32.2,80.2,12.6,127,0.93,108.0,148.0,11.457142857142856
2025-11-16,Sheikhupura,Malaria,9,29.1,71.7,13.2,280,0.52,101.0,149.0,27.34285714285714
2025-11-23,Sheikhupura,Malaria,5,33.8,63.6,6.7,258,0.72,43.0,139.0,17.073809523809523
2015-05-10,Sheikhupura,Measles,13,30.2,47.7,0.8,642,0.92,13.0,13.0,27.495238095238093
2015-05-31,Sheikhupura,Measles,10,29.0,43.1,3.2,443,0.48,23.0,23.0,29.14761904761905
2015-07-26,Sheikhupura,Measles,20,29.2,46.0,17.2,283,0.88,43.0,43.0,28.528571428571425
2016-06-12,Sheikhupura,Measles,16,23.8,56.6,5.4,787,0.59,59.0,59.0,42.94285714285714
2016-07-17,Sheikhupura,Measles,8,36.5,70.5,7.6,503,0.49,54.0,67.0,32.0047619047619
2016-11-13,Sheikhupura,Measles,2,27.3,78.4,19.8,262,0.58,46.0,69.0,24.84285714285715
2016-11-27,Sheikhupura,Measles,11,30.3,51.9,14.3,564,0.52,37.0,80.0,38.50238095238095
2017-06-18,Sheikhupura,Measles,4,38.2,55.2,12.9,934,0.94,25.0,84.0,37.73571428571428
2017-09-03,Sheikhupura,Measles,8,34.2,88.9,18.8,191,0.69,25.0,79.0,23.204761904761906
2017-10-08,Sheikhupura,Measles,6,30.0,54.4,16.9,895,0.49,29.0,75.0,48.57857142857143
2017-12-31,Sheikhupura,Measles,16,31.5,82.0,8.0,657,0.4,34.0,71.0,43.70952380952381
2018-10-14,Sheikhupura,Measles,0,30.4,80.9,1.2,925,0.87,30.0,55.0,30.7
2018-11-18,Sheikhupura,Measles,20,30.0,71.5,13.7,130,0.31,42.0,67.0,33.07857142857142
2018-12-23,Sheikhupura,Measles,20,29.6,51.4,3.9,322,0.95,56.0,85.0,21.778571428571432
2019-01-20,Sheikhupura,Measles,4,28.5,72.7,9.1,118,0.44,44.0,78.0,18.63571428571429
2019-01-27,Sheikhupura,Measles,16,26.5,75.8,15.5,704,0.74,60.0,90.0,42.22619047619048
2019-11-03,Sheikhupura,Measles,2,32.2,77.3,2.8,919,0.33,42.0,84.0,43.24285714285715
2020-03-29,Sheikhupura,Measles,13,28.6,51.1,19.2,989,0.32,35.0,91.0,60.26190476190476
2020-05-10,Sheikhupura,Measles,7,29.7,65.8,4.9,544,0.4,38.0,82.0,33.25
2020-05-24,Sheikhupura,Measles,11,21.8,66.1,5.5,972,0.98,33.0,93.0,38.50238095238096
2021-02-21,Sheikhupura,Measles,1,23.3,54.3,4.2,574,0.78,32.0,74.0,22.87142857142857
2021-03-14,Sheikhupura,Measles,4,26.5,84.5,1.8,324,0.61,23.0,58.0,18.452380952380953
2021-04-25,Sheikhupura,Measles,19,36.6,55.6,11.3,509,0.51,35.0,73.0,39.94047619047619
2021-07-11,Sheikhupura,Measles,3,22.6,69.2,6.8,194,0.7,27.0,60.0,14.247619047619049
2021-09-19,Sheikhupura,Measles,15,29.2,80.2,10.4,728,0.72,41.0,73.0,40.304761904761904
2021-10-17,Sheikhupura,Measles,6,26.2,82.8,5.3,122,0.57,43.0,66.0,15.411904761904763
2022-09-25,Sheikhupura,Measles,17,31.9,76.6,3.5,955,0.65,41.0,76.0,46.964285714285715
2022-10-23,Sheikhupura,Measles,12,30.7,87.5,9.0,970,0.91,50.0,77.0,42.15714285714285
2023-03-19,Sheikhupura,Measles,7,29.7,89.4,5.5,319,0.83,42.0,83.0,17.450000000000003
2023-10-01,Sheikhupura,Measles,16,29.7,57.6,14.5,542,0.65,52.0,95.0,38.12619047619047
2023-12-17,Sheikhupura,Measles,14,26.9,55.9,8.7,325,0.4,49.0,90.0,31.85
2024-01-07,Sheikhupura,Measles,18,27.1,70.7,15.4,536,0.77,55.0,105.0,37.11904761904762
2024-01-14,Sheikhupura,Measles,11,38.3,77.8,19.4,977,0.64,59.0,101.0,52.41904761904762
2024-04-14,Sheikhupura,Measles,20,21.2,60.5,2.4,745,0.91,63.0,115.0,35.92857142857143
2024-04-21,Sheikhupura,Measles,6,35.5,60.1,17.4,282,0.94,55.0,104.0,19.395238095238096
2024-05-05,Sheikhupura,Measles,20,27.0,54.7,10.6,827,0.94,57.0,112.0,42.161904761904765
2024-05-26,Sheikhupura,Measles,20,38.0,79.5,14.9,723,0.99,66.0,125.0,39.845238095238095
2024-08-04,Sheikhupura,Measles,20,24.9,85.8,3.9,587,0.78,66.0,129.0,34.01190476190476
2024-08-25,Sheikhupura,Measles,9,31.1,45.7,15.2,678,0.63,69.0,124.0,39.40952380952381
2025-02-16,Sheikhupura,Measles,8,29.8,40.5,0.4,803,0.58,57.0,114.0,36.60476190476191
2025-05-11,Sheikhupura,Measles,6,33.2,67.6,9.5,137,0.43,43.0,109.0,20.811904761904763
2025-06-22,Sheikhupura,Measles,18,27.0,40.3,7.8,547,0.75,41.0,107.0,34.08571428571429
2025-07-20,Sheikhupura,Measles,6,28.2,70.1,16.1,932,0.72,38.0,107.0,44.81190476190476
2025-08-03,Sheikhupura,Measles,20,29.8,88.6,15.6,975,0.89,50.0,107.0,50.595238095238095
2015-03-08,Sheikhupura,Meningitis,3,31.2,59.6,16.2,482,0.45,3.0,3.0,33.54761904761905
2015-06-07,Sheikhupura,Meningitis,10,30.2,59.6,11.2,899,0.86,13.0,13.0,40.74761904761905
2015-09-20,Sheikhupura,Meningitis,6,34.1,46.8,18.7,271,0.36,19.0,19.0,31.27857142857143
2015-11-29,Sheikhupura,Meningitis,7,30.0,83.6,9.5,481,0.46,26.0,26.0,32.25
2016-01-03,Sheikhupura,Meningitis,9,27.0,43.1,19.4,800,0.48,32.0,35.0,48.576190476190476
2016-01-24,Sheikhupura,Meningitis,12,31.2,60.4,14.4,862,0.49,34.0,47.0,49.65714285714286
2016-06-26,Sheikhupura,Meningitis,9,33.0,72.7,5.6,783,0.37,37.0,56.0,43.30952380952381
2016-07-03,Sheikhupura,Meningitis,8,34.5,82.3,9.8,371,0.33,38.0,64.0,31.9047619047619
2016-08-28,Sheikhupura,Meningitis,20,31.4,43.9,5.7,491,0.97,49.0,81.0,27.911904761904765
2017-02-05,Sheikhupura,Meningitis,7,32.6,72.5,11.2,860,0.77,44.0,78.0,39.53333333333333
2018-09-09,Sheikhupura,Meningitis,10,26.7,61.8,4.6,478,0.51,45.0,82.0,30.414285714285715
2018-11-11,Sheikhupura,Meningitis,14,36.1,76.7,19.1,700,0.78,51.0,89.0,41.95
2018-12-23,Sheikhupura,Meningitis,2,30.8,82.6,17.0,831,0.68,33.0,82.0,40.40952380952381
2019-03-03,Sheikhupura,Meningitis,8,37.1,74.8,14.1,999,0.91,34.0,78.0,43.38809523809524
2019-05-19,Sheikhupura,Meningitis,20,25.6,58.5,7.4,344,0.34,44.0,89.0,36.461904761904755
2019-07-14,Sheikhupura,Meningitis,4,24.9,58.7,15.7,782,0.33,34.0,85.0,46.26904761904762
2019-09-08,Sheikhupura,Meningitis,4,26.7,89.4,7.9,925,0.87,36.0,69.0,36.33571428571428
2019-09-15,Sheikhupura,Meningitis,15,26.3,44.4,19.4,315,0.41,43.0,77.0,37.238095238095234
2020-07-19,Sheikhupura,Meningitis,14,27.6,50.8,14.6,577,0.57,37.0,81.0,39.800000000000004
2020-09-06,Sheikhupura,Meningitis,13,34.8,42.9,15.2,951,0.58,46.0,80.0,51.79523809523809
2020-10-11,Sheikhupura,Meningitis,10,22.5,77.2,15.5,368,0.4,52.0,88.0,34.397619047619045
2021-02-14,Sheikhupura,Meningitis,19,31.0,76.5,5.2,841,0.71,56.0,99.0,43.957142857142856
2021-05-02,Sheikhupura,Meningitis,9,28.9,45.4,0.4,572,0.77,51.0,88.0,25.67619047619048
2021-05-30,Sheikhupura,Meningitis,9,39.3,52.8,2.8,658,0.69,47.0,93.0,31.342857142857145
2022-04-17,Sheikhupura,Meningitis,8,29.0,57.1,14.7,128,0.86,45.0,97.0,15.654761904761905
2023-02-05,Sheikhupura,Meningitis,12,22.9,62.7,9.4,285,0.84,38.0,94.0,20.923809523809524
2023-05-28,Sheikhupura,Meningitis,18,29.6,44.8,7.4,750,0.45,47.0,98.0,46.65238095238095
2023-07-23,Sheikhupura,Meningitis,0,28.9,64.5,0.5,993,0.37,38.0,85.0,42.61666666666667
2023-09-17,Sheikhupura,Meningitis,11,28.8,73.2,17.6,605,0.51,41.0,86.0,41.71904761904762
2023-10-08,Sheikhupura,Meningitis,6,28.0,70.7,4.7,658,0.82,35.0,73.0,27.97857142857143
2024-02-18,Sheikhupura,Meningitis,19,33.2,62.2,18.5,517,0.83,36.0,83.0,37.40714285714286
2024-06-16,Sheikhupura,Meningitis,19,36.3,75.6,15.8,426,0.71,55.0,93.0,35.423809523809524
2024-09-08,Sheikhupura,Meningitis,17,36.0,41.0,6.1,411,0.35,61.0,102.0,36.13095238095239
2024-11-17,Sheikhupura,Meningitis,15,27.5,42.2,19.4,146,0.74,70.0,105.0,25.004761904761907
2015-06-07,Sheikhupura,Pneumonia,9,28.8,75.9,9.5,313,0.8,9.0,9.0,20.99285714285714
2015-08-02,Sheikhupura,Pneumonia,17,26.4,70.5,16.5,948,0.75,26.0,26.0,51.230952380952374
2016-05-01,Sheikhupura,Pneumonia,17,30.5,54.2,14.6,196,0.84,43.0,43.0,23.414285714285715
2016-06-05,Sheikhupura,Pneumonia,12,34.2,45.5,0.0,924,0.85,55.0,55.0,37.32380952380952
2016-09-25,Sheikhupura,Pneumonia,19,34.6,83.5,4.4,299,0.69,65.0,74.0,25.890476190476193
2016-10-16,Sheikhupura,Pneumonia,0,15.5,48.1,2.0,571,0.61,48.0,74.0,24.500000000000004
2016-10-23,Sheikhupura,Pneumonia,0,29.0,40.7,12.2,723,0.34,31.0,74.0,40.06666666666666
2017-03-12,Sheikhupura,Pneumonia,1,37.7,51.9,13.8,705,0.49,20.0,75.0,37.83809523809524
2017-03-19,Sheikhupura,Pneumonia,9,20.9,70.7,1.7,187,0.45,10.0,75.0,19.892857142857146
2017-03-26,Sheikhupura,Pneumonia,14,38.7,45.0,9.4,255,0.69,24.0,72.0,24.066666666666674
2017-04-23,Sheikhupura,Pneumonia,12,33.0,44.0,5.5,140,0.31,36.0,67.0,24.740476190476187
2017-05-14,Sheikhupura,Pneumonia,2,21.2,79.7,14.6,905,1.0,37.0,57.0,35.27619047619048
2017-06-04,Sheikhupura,Pneumonia,17,35.6,62.4,1.4,639,0.82,45.0,55.0,31.980952380952388
2017-07-09,Sheikhupura,Pneumonia,14,30.6,50.8,9.8,289,0.3,45.0,69.0,33.2
2017-10-01,Sheikhupura,Pneumonia,8,33.9,50.3,13.8,749,0.99,41.0,77.0,33.30476190476191
2018-01-07,Sheikhupura,Pneumonia,23,31.5,60.8,2.6,442,0.61,62.0,99.0,33.64285714285714
2018-04-01,Sheikhupura,Pneumonia,16,26.2,79.9,9.7,209,0.59,61.0,106.0,25.82619047619048
2018-04-29,Sheikhupura,Pneumonia,14,24.9,41.1,13.4,806,0.42,61.0,106.0,49.833333333333336
2018-05-13,Sheikhupura,Pneumonia,14,23.9,61.0,15.1,275,0.56,67.0,108.0,30.18333333333334
2018-08-12,Sheikhupura,Pneumonia,18,28.5,68.0,11.0,455,0.69,62.0,124.0,33.819047619047616
2018-09-16,Sheikhupura,Pneumonia,0,37.0,78.7,7.4,523,0.79,46.0,107.0,22.0
2019-02-10,Sheikhupura,Pneumonia,26,35.5,60.4,18.8,498,0.32,58.0,119.0,51.12380952380951
2019-07-28,Sheikhupura,Pneumonia,12,33.4,81.2,1.8,873,0.47,56.0,123.0,44.12380952380952
2019-09-08,Sheikhupura,Pneumonia,7,35.5,80.3,15.2,981,0.42,45.0,107.0,52.56666666666667
2019-12-29,Sheikhupura,Pneumonia,8,23.4,56.7,8.2,511,0.6,53.0,99.0,30.371428571428567
2020-03-15,Sheikhupura,Pneumonia,18,28.0,61.1,6.7,423,0.85,45.0,103.0,27.402380952380952
2020-06-21,Sheikhupura,Pneumonia,12,33.1,75.5,4.0,732,0.65,45.0,101.0,36.923809523809524
2020-08-23,Sheikhupura,Pneumonia,20,29.5,67.2,0.2,455,0.59,58.0,103.0,31.561904761904763
2020-10-18,Sheikhupura,Pneumonia,20,29.8,51.2,0.9,126,0.49,70.0,123.0,22.945238095238096
2021-02-07,Sheikhupura,Pneumonia,31,31.7,48.2,7.6,705,0.52,83.0,128.0,51.280952380952385
2021-04-11,Sheikhupura,Pneumonia,18,23.7,80.6,10.7,461,0.45,89.0,134.0,38.66904761904762
2021-06-06,Sheikhupura,Pneumonia,9,34.8,69.3,6.2,669,0.59,78.0,136.0,35.40952380952381
2022-04-10,Sheikhupura,Pneumonia,7,32.4,47.4,11.8,792,0.61,65.0,135.0,40.766666666666666
2022-06-19,Sheikhupura,Pneumonia,1,33.1,74.0,16.8,240,0.44,35.0,118.0,24.838095238095242
2022-07-24,Sheikhupura,Pneumonia,9,28.5,77.9,4.9,962,0.75,26.0,115.0,41.326190476190476
2022-08-14,Sheikhupura,Pneumonia,11,26.0,40.1,19.8,328,0.45,28.0,106.0,34.785714285714285
2022-10-16,Sheikhupura,Pneumonia,9,31.2,87.8,4.9,746,0.86,30.0,95.0,31.92619047619048
2023-01-08,Sheikhupura,Pneumonia,25,33.8,45.7,1.7,443,0.37,54.0,89.0,39.16904761904762
2023-03-05,Sheikhupura,Pneumonia,17,30.6,85.1,14.1,985,0.52,62.0,88.0,55.864285714285714
2023-08-13,Sheikhupura,Pneumonia,14,28.9,57.3,12.4,861,0.82,65.0,93.0,43.16666666666667
2023-12-10,Sheikhupura,Pneumonia,30,34.3,44.7,16.6,317,0.42,86.0,116.0,44.27619047619048
2024-03-03,Sheikhupura,Pneumonia,7,33.1,58.4,9.9,513,0.34,68.0,122.0,35.916666666666664
2024-07-14,Sheikhupura,Pneumonia,2,37.6,47.2,10.2,727,0.59,53.0,115.0,35.34285714285714
2024-07-21,Sheikhupura,Pneumonia,3,31.5,80.2,12.3,781,0.45,42.0,107.0,41.56428571428572
2024-10-20,Sheikhupura,Pneumonia,0,25.2,69.5,2.0,779,0.86,12.0,98.0,26.433333333333337
2025-04-13,Sheikhupura,Pneumonia,8,30.9,58.1,18.8,582,0.72,13.0,81.0,35.63809523809524
2015-06-28,Sheikhupura,Polio,4,33.9,65.8,18.2,361,0.95,4.0,4.0,21.085714285714285
2015-08-09,Sheikhupura,Polio,6,20.8,81.8,15.4,208,0.38,10.0,10.0,27.12857142857143
2015-10-04,Sheikhupura,Polio,10,27.1,79.7,9.5,145,0.48,20.0,20.0,22.364285714285714
2015-11-08,Sheikhupura,Polio,3,33.3,80.1,7.6,126,0.5,23.0,23.0,16.380952380952383
2016-05-29,Sheikhupura,Polio,1,17.6,78.8,15.9,485,0.33,20.0,24.0,34.75476190476191
2016-06-12,Sheikhupura,Polio,11,32.1,56.5,16.5,670,0.91,25.0,35.0,35.33571428571429
2016-10-16,Sheikhupura,Polio,13,35.9,61.9,0.7,486,0.93,28.0,48.0,22.045238095238094
2017-02-26,Sheikhupura,Polio,8,30.9,46.6,11.4,999,0.37,33.0,56.0,52.83809523809524
2017-07-30,Sheikhupura,Polio,18,30.4,68.8,9.8,552,0.72,50.0,70.0,35.852380952380955
2017-12-03,Sheikhupura,Polio,3,30.3,65.6,7.7,411,0.34,42.0,67.0,29.13095238095238
2017-12-24,Sheikhupura,Polio,17,33.1,82.0,14.6,902,0.48,46.0,74.0,54.147619047619045
2018-02-25,Sheikhupura,Polio,9,32.3,80.0,0.4,572,0.74,47.0,80.0,26.276190476190482
2018-03-11,Sheikhupura,Polio,17,30.2,79.2,14.7,778,0.41,46.0,96.0,51.464285714285715
2018-03-18,Sheikhupura,Polio,4,27.1,40.4,13.6,851,0.43,47.0,89.0,45.51904761904762
2018-07-01,Sheikhupura,Polio,20,26.5,63.3,13.0,385,0.6,50.0,96.0,35.42857142857142
2018-11-25,Sheikhupura,Polio,8,28.3,68.6,15.0,996,0.82,49.0,96.0,45.53809523809524
2018-12-02,Sheikhupura,Polio,19,35.0,57.4,7.6,673,0.47,51.0,97.0,44.35714285714286
2018-12-09,Sheikhupura,Polio,11,24.4,48.4,14.0,954,0.43,58.0,105.0,53.15238095238095
2019-08-11,Sheikhupura,Polio,1,33.7,67.2,1.2,431,0.99,39.0,89.0,12.404761904761905
2019-12-08,Sheikhupura,Polio,12,26.8,52.1,16.3,565,0.34,43.0,92.0,43.707142857142856
2019-12-15,Sheikhupura,Polio,15,26.1,48.1,10.4,632,0.91,39.0,90.0,33.30476190476191
2021-03-28,Sheikhupura,Polio,11,25.6,82.0,0.4,255,0.89,39.0,97.0,13.852380952380953
2021-09-12,Sheikhupura,Polio,5,30.2,65.8,11.0,687,0.99,43.0,82.0,28.123809523809527
2022-01-23,Sheikhupura,Polio,3,19.6,85.9,1.9,172,0.73,34.0,77.0,10.464285714285715
2022-07-10,Sheikhupura,Polio,10,34.9,41.5,6.2,715,0.77,29.0,68.0,33.91428571428571
2022-08-07,Sheikhupura,Polio,10,32.6,80.1,10.0,492,0.63,28.0,67.0,31.180952380952377
2022-12-25,Sheikhupura,Polio,6,16.9,78.7,13.3,604,0.85,29.0,72.0,29.878571428571433
2023-05-28,Sheikhupura,Polio,17,33.0,51.9,12.7,651,0.39,43.0,77.0,46.63095238095239
2023-07-02,Sheikhupura,Polio,2,18.1,52.7,2.5,512,0.86,35.0,64.0,18.926190476190477
2023-09-10,Sheikhupura,Polio,16,30.9,75.5,2.5,311,0.42,41.0,69.0,29.02619047619048
2024-03-10,Sheikhupura,Polio,5,35.0,46.3,13.1,527,0.65,40.0,69.0,30.64047619047619
2024-05-19,Sheikhupura,Polio,13,28.4,45.2,2.0,634,0.58,36.0,79.0,34.62857142857143
2024-05-26,Sheikhupura,Polio,20,18.6,89.7,6.4,811,0.51,54.0,89.0,48.12857142857143
2024-09-08,Sheikhupura,Polio,7,36.5,79.4,18.2,622,0.8,45.0,86.0,34.5
2024-12-15,Sheikhupura,Polio,4,33.7,83.4,4.1,821,0.97,44.0,84.0,28.969047619047622
2025-05-04,Sheikhupura,Polio,16,18.3,56.3,10.8,912,0.84,47.0,83.0,44.80952380952381
2025-06-29,Sheikhupura,Polio,6,31.6,82.5,18.2,659,0.46,33.0,87.0,41.961904761904755
2025-09-07,Sheikhupura,Polio,16,25.7,66.1,18.5,431,0.84,42.0,87.0,32.62619047619047
2015-07-05,Sheikhupura,Scabies,12,36.1,41.8,18.9,131,0.96,12.0,12.0,18.14047619047619
2015-09-13,Sheikhupura,Scabies,19,25.9,78.8,0.4,928,0.92,31.0,31.0,40.25714285714286
2015-10-11,Sheikhupura,Scabies,10,31.8,56.9,8.8,546,0.94,41.0,41.0,26.180952380952384
2015-11-01,Sheikhupura,Scabies,15,24.3,85.4,18.0,320,0.57,56.0,56.0,33.50476190476191
2016-08-14,Sheikhupura,Scabies,13,21.0,89.0,0.9,534,0.64,57.0,69.0,29.545238095238098
2016-11-13,Sheikhupura,Scabies,2,31.9,89.4,5.0,643,0.61,40.0,71.0,29.542857142857148
2016-12-04,Sheikhupura,Scabies,9,24.2,51.5,19.2,918,0.82,39.0,80.0,45.60952380952381
2016-12-25,Sheikhupura,Scabies,9,21.3,59.6,5.7,838,0.7,33.0,89.0,38.59285714285714
2017-02-05,Sheikhupura,Scabies,18,19.7,78.9,16.9,753,0.38,38.0,95.0,52.902380952380945
2017-04-02,Sheikhupura,Scabies,14,40.8,83.4,5.2,893,0.5,50.0,90.0,47.03333333333334
2017-06-04,Sheikhupura,Scabies,4,32.3,78.0,4.1,260,0.88,45.0,84.0,12.06904761904762
2017-08-27,Sheikhupura,Scabies,20,25.1,59.4,4.1,793,0.51,56.0,89.0,46.37857142857143
2018-06-10,Sheikhupura,Scabies,14,24.7,52.3,10.3,924,1.0,52.0,90.0,40.61666666666667
2019-01-27,Sheikhupura,Scabies,1,32.9,88.0,1.3,473,0.77,39.0,89.0,18.254761904761907
2019-04-14,Sheikhupura,Scabies,13,36.1,86.9,9.2,723,0.73,48.0,93.0,38.195238095238096
2019-06-02,Sheikhupura,Scabies,5,22.1,56.7,14.3,315,0.39,33.0,89.0,29.373809523809523
2019-10-06,Sheikhupura,Scabies,19,32.3,89.0,6.8,414,0.45,38.0,90.0,35.72380952380952
2020-01-19,Sheikhupura,Scabies,20,23.0,50.2,19.9,847,0.67,57.0,96.0,52.87857142857143
2020-06-07,Sheikhupura,Scabies,0,28.3,50.1,14.9,137,0.87,44.0,92.0,11.283333333333335
2020-10-11,Sheikhupura,Scabies,13,32.3,64.2,17.1,762,0.31,52.0,85.0,51.8452380952381
2021-07-04,Sheikhupura,Scabies,4,30.3,77.2,17.6,378,0.94,37.0,75.0,21.552380952380958
2021-08-15,Sheikhupura,Scabies,3,29.4,78.8,18.4,743,0.3,20.0,77.0,46.34761904761905
