date,district,lat,lon,disease,cases,lag_1,lag_2,lag_3,temperature,humidity,rainfall,population_density,sanitation_score
2015-03-11,Sukkur,27.705,68.857,Skin Infections,2,1,4,3,34.9,75.7,33.8,4954,59
2015-01-19,Rawalpindi,33.6167,73.0667,Hepatitis A,2,4,0,8,21.5,65.8,4.2,1514,35
2015-01-22,Peshawar,34.0151,71.5805,Measles,7,3,3,3,23.9,64.8,8.2,1934,48
2015-04-16,Peshawar,34.0151,71.5805,Allergies,8,4,4,4,39.8,79.4,42.1,1934,48
2015-01-01,Gwadar,25.1214,62.3256,Rotavirus,8,0,0,0,17.7,55.7,0.0,3206,36
2015-01-07,Lahore,31.5497,74.3436,Pneumonia,5,0,1,0,18.0,55.6,0.0,2677,60
2015-01-04,Sargodha,32.0836,72.6711,Cholera,7,0,0,0,18.3,57.0,0.0,2649,30
2015-02-15,Lahore,31.5497,74.3436,Cholera,0,0,4,3,29.0,71.3,24.2,2677,60
2015-04-10,Sargodha,32.0836,72.6711,Dengue,8,3,5,2,39.8,80.8,37.6,2649,30
2015-01-25,Turbat,26.0043,63.0488,Eye Infections,6,7,5,0,24.6,65.4,6.9,2245,70
2015-03-26,Gwadar,25.1214,62.3256,Typhoid,7,7,4,0,37.5,82.6,40.0,3206,36
2015-03-05,Faisalabad,31.4181,73.0798,Rubella,2,2,5,0,35.0,77.2,32.5,1101,39
2015-02-09,Jhelum,32.9333,73.7333,Cholera,1,5,2,0,28.4,71.2,15.9,3536,73
2015-02-27,Larkana,27.56,68.21,GI Infections,3,0,6,2,31.8,72.1,29.6,2445,71
2015-03-11,Hyderabad,25.396,68.3578,Eye Infections,5,6,6,6,34.5,77.3,36.0,2527,79
2015-03-08,Hyderabad,25.396,68.3578,Rotavirus,1,5,3,1,34.3,76.7,29.5,2527,79
2015-02-06,Multan,30.1575,71.5249,Dengue,4,4,8,5,26.3,67.8,18.9,1743,34
2015-03-14,Hyderabad,25.396,68.3578,Typhoid,5,1,1,4,34.9,77.2,38.9,2527,79
2015-02-12,Dera Ghazi Khan,30.0561,70.6347,Cholera,6,4,9,6,29.1,68.3,20.7,1782,70
2015-01-19,Turbat,26.0043,63.0488,COVID19,4,6,1,6,21.4,63.9,5.0,2245,70
2015-01-25,Hyderabad,25.396,68.3578,Dengue,5,3,1,6,24.1,64.4,10.8,2527,79
2015-05-25,Sheikhupura,31.7131,73.9783,Allergies,7,8,0,4,39.2,74.5,30.7,2990,42
2015-04-25,Sheikhupura,31.7131,73.9783,Allergies,7,0,8,8,40.7,79.5,39.4,2990,42
2015-05-16,Dera Ghazi Khan,30.0561,70.6347,Tuberculosis,7,6,3,5,40.5,76.4,34.9,1782,70
2015-02-24,Gujranwala,32.1877,74.1945,Asthma,4,0,9,3,30.7,73.6,24.1,3361,37
2015-05-28,Gujranwala,32.1877,74.1945,Malaria,6,4,4,6,37.8,77.3,27.4,3361,37
2015-04-16,Gwadar,25.1214,62.3256,Asthma,2,2,3,6,37.8,79.1,38.7,3206,36
2015-05-16,Islamabad,33.6844,73.0479,Dengue,6,6,7,4,37.7,76.8,35.8,2816,30
2015-04-07,Jhelum,32.9333,73.7333,Asthma,4,4,9,2,36.7,80.3,42.4,3536,73
2015-05-13,Larkana,27.56,68.21,Mumps,3,8,0,5,39.2,80.6,39.9,2445,71
2015-02-15,Sukkur,27.705,68.857,GI Infections,0,2,0,5,27.8,69.3,22.8,4954,59
2015-01-25,Hyderabad,25.396,68.3578,Malaria,0,6,5,1,24.1,64.4,10.8,2527,79
2015-01-07,Sargodha,32.0836,72.6711,Pneumonia,5,8,4,0,20.7,55.0,0.0,2649,30
2015-01-28,Faisalabad,31.4181,73.0798,Typhoid,2,6,3,3,24.0,68.7,10.5,1101,39
2015-04-10,Lahore,31.5497,74.3436,Hepatitis E,4,9,2,6,38.9,80.8,38.7,2677,60
2015-02-09,Islamabad,33.6844,73.0479,Hepatitis E,5,4,2,4,29.1,67.8,20.3,2816,30
2015-02-09,Sheikhupura,31.7131,73.9783,Mumps,7,0,4,3,26.6,74.2,18.6,2990,42
2015-03-11,Peshawar,34.0151,71.5805,Rubella,1,2,4,0,33.4,82.2,34.1,1934,48
2015-05-16,Quetta,30.1798,66.975,Mumps,3,0,14,2,38.9,79.4,37.2,2413,46
2015-04-07,Larkana,27.56,68.21,Tuberculosis,0,7,5,5,39.5,84.8,40.6,2445,71
2015-04-04,Sukkur,27.705,68.857,Allergies,5,4,3,3,39.3,80.2,40.2,4954,59
2015-01-13,Gujranwala,32.1877,74.1945,Measles,3,7,2,8,20.3,62.1,0.8,3361,37
2015-02-03,Gujranwala,32.1877,74.1945,Eye Infections,3,4,10,7,25.7,66.6,17.2,3361,37
2015-01-28,Bahawalpur,29.3956,71.6833,Influenza,11,11,9,10,23.4,63.1,11.0,1135,66
2015-02-21,Sialkot,32.4945,74.5229,Measles,2,7,3,3,30.4,74.4,27.7,2870,73
2015-01-22,Sargodha,32.0836,72.6711,COVID19,6,1,1,6,22.9,58.1,9.2,2649,30
2015-02-06,Gujranwala,32.1877,74.1945,GI Infections,3,0,7,4,26.5,69.4,17.5,3361,37
2015-02-12,Sheikhupura,31.7131,73.9783,Measles,2,0,8,7,29.6,71.2,21.2,2990,42
2015-02-03,Larkana,27.56,68.21,GI Infections,8,0,4,6,25.0,70.6,13.6,2445,71
2015-01-01,Larkana,27.56,68.21,Pneumonia,5,0,0,0,18.9,58.2,0.0,2445,71
2015-05-01,Islamabad,33.6844,73.0479,Eye Infections,1,0,0,2,39.6,79.4,40.9,2816,30
2015-02-09,Gujranwala,32.1877,74.1945,Polio,5,8,11,13,26.2,66.0,16.6,3361,37
2015-02-15,Faisalabad,31.4181,73.0798,Dengue,5,4,0,6,27.7,71.2,20.4,1101,39
2015-03-26,Multan,30.1575,71.5249,Polio,1,5,5,1,37.6,78.5,37.7,1743,34
2015-02-27,Turbat,26.0043,63.0488,Typhoid,9,6,7,0,33.2,75.3,29.7,2245,70
2015-05-22,Sialkot,32.4945,74.5229,Malaria,6,1,4,4,39.7,80.1,30.9,2870,73
2015-01-25,Faisalabad,31.4181,73.0798,COVID19,5,5,6,4,24.1,67.0,7.7,1101,39
2015-01-31,Jhelum,32.9333,73.7333,Asthma,9,8,8,5,25.5,64.9,12.8,3536,73
2015-03-20,Dera Ghazi Khan,30.0561,70.6347,Malaria,0,3,11,7,35.8,78.2,36.5,1782,70
2015-01-07,Sialkot,32.4945,74.5229,Influenza,11,11,11,0,20.2,58.8,0.0,2870,73
2015-05-13,Faisalabad,31.4181,73.0798,Rubella,7,3,6,5,39.3,77.4,33.8,1101,39
2015-03-26,Sheikhupura,31.7131,73.9783,COVID19,20,21,20,22,36.5,79.6,37.5,2990,42
2015-02-18,Hyderabad,25.396,68.3578,Dengue,5,5,7,9,30.5,69.8,20.7,2527,79
2015-05-07,Faisalabad,31.4181,73.0798,GI Infections,4,9,1,3,41.0,77.7,35.4,1101,39
2015-04-04,Faisalabad,31.4181,73.0798,Allergies,6,4,5,5,39.2,78.0,40.9,1101,39
2015-03-23,Quetta,30.1798,66.975,Measles,3,5,0,1,36.3,78.5,38.1,2413,46
2015-04-16,Sargodha,32.0836,72.6711,Pneumonia,2,8,2,5,42.3,79.3,41.1,2649,30
2015-01-31,Hyderabad,25.396,68.3578,Polio,9,2,5,6,26.6,67.4,14.8,2527,79
2015-05-22,Gujranwala,32.1877,74.1945,Malaria,4,6,0,6,37.9,76.3,29.7,3361,37
2015-01-01,Peshawar,34.0151,71.5805,Allergies,1,0,0,0,17.6,53.5,0.0,1934,48
2015-03-20,Quetta,30.1798,66.975,Malaria,4,0,7,3,36.7,80.5,36.6,2413,46
2015-05-22,Gujranwala,32.1877,74.1945,Polio,9,3,5,2,37.9,76.3,29.7,3361,37
2015-05-13,Gujranwala,32.1877,74.1945,Malaria,6,4,7,7,39.5,79.8,32.6,3361,37
2015-01-07,Gwadar,25.1214,62.3256,Mumps,2,5,0,0,20.0,55.7,0.0,3206,36
2015-04-28,Bahawalpur,29.3956,71.6833,Malaria,8,4,5,0,38.5,80.0,40.2,1135,66
2015-04-10,Faisalabad,31.4181,73.0798,Rotavirus,0,1,11,2,39.4,80.6,42.5,1101,39
2015-01-25,Larkana,27.56,68.21,Rotavirus,3,3,3,8,23.0,67.9,7.3,2445,71
2015-05-28,Gujranwala,32.1877,74.1945,Asthma,4,4,3,4,37.8,77.3,27.4,3361,37
2015-02-06,Karachi South,24.809,66.991,Rubella,3,9,1,3,26.3,67.6,21.0,3410,90
2015-03-11,Sukkur,27.705,68.857,Measles,3,8,7,5,34.9,75.7,33.8,4954,59
2015-02-06,Bahawalpur,29.3956,71.6833,GI Infections,6,3,4,1,27.0,65.4,14.0,1135,66
2015-01-28,Jhelum,32.9333,73.7333,Eye Infections,7,0,2,3,24.9,68.0,8.0,3536,73
2015-01-07,Hyderabad,25.396,68.3578,Dengue,6,2,2,0,18.4,57.6,0.0,2527,79
2015-05-07,Faisalabad,31.4181,73.0798,Eye Infections,7,1,4,3,41.0,77.7,35.4,1101,39
2015-03-29,Peshawar,34.0151,71.5805,Dengue,7,1,8,6,38.9,76.2,38.7,1934,48
2015-03-05,Peshawar,34.0151,71.5805,Tuberculosis,0,8,9,1,33.6,77.8,32.3,1934,48
2015-03-11,Sargodha,32.0836,72.6711,Malaria,5,1,2,2,32.8,82.0,36.3,2649,30
2015-01-25,Hyderabad,25.396,68.3578,Asthma,2,5,9,7,24.1,64.4,10.8,2527,79
2015-02-24,Faisalabad,31.4181,73.0798,Influenza,9,12,12,10,32.1,72.6,25.8,1101,39
2015-01-22,Sargodha,32.0836,72.6711,GI Infections,3,6,4,6,22.9,58.1,9.2,2649,30
2015-02-21,Hyderabad,25.396,68.3578,Allergies,3,3,3,4,29.7,74.4,25.9,2527,79
2015-04-04,Dera Ghazi Khan,30.0561,70.6347,Rotavirus,5,7,10,6,37.0,81.4,38.4,1782,70
2015-03-14,Turbat,26.0043,63.0488,Polio,4,4,3,9,37.0,80.6,36.2,2245,70
2015-02-03,Sialkot,32.4945,74.5229,Skin Infections,6,0,7,3,26.8,70.9,15.6,2870,73
2015-03-05,Turbat,26.0043,63.0488,Measles,4,7,4,7,31.3,75.6,32.1,2245,70
2015-03-02,Islamabad,33.6844,73.0479,Skin Infections,4,0,6,8,33.3,76.8,30.8,2816,30
2015-01-01,Hyderabad,25.396,68.3578,Pneumonia,9,0,0,0,17.3,59.5,0.0,2527,79
2015-04-01,Jhelum,32.9333,73.7333,Eye Infections,2,0,1,9,39.6,82.8,41.3,3536,73
2015-05-25,Faisalabad,31.4181,73.0798,Asthma,3,4,0,5,38.5,77.4,25.6,1101,39
2015-03-23,Faisalabad,31.4181,73.0798,COVID19,19,21,23,16,37.6,73.1,33.6,1101,39
2015-01-16,Sargodha,32.0836,72.6711,Dengue,4,5,1,10,21.5,56.3,1.6,2649,30
2015-02-18,Larkana,27.56,68.21,Eye Infections,7,6,5,5,29.1,72.4,22.4,2445,71
2015-01-07,Rawalpindi,33.6167,73.0667,Typhoid,4,2,9,0,19.6,59.6,0.0,1514,35
2015-05-28,Multan,30.1575,71.5249,Allergies,2,0,0,8,37.5,75.0,27.1,1743,34
2015-03-08,Bahawalpur,29.3956,71.6833,COVID19,19,21,19,5,34.0,76.6,29.7,1135,66
2015-03-08,Gwadar,25.1214,62.3256,Asthma,10,0,8,3,33.3,73.8,30.7,3206,36
2015-05-01,Faisalabad,31.4181,73.0798,Polio,8,6,0,8,39.7,78.6,36.2,1101,39
2015-05-16,Hyderabad,25.396,68.3578,Asthma,4,5,4,5,40.6,78.2,33.9,2527,79
2015-04-04,Islamabad,33.6844,73.0479,Asthma,6,7,2,6,37.4,78.9,42.2,2816,30
2015-05-07,Sargodha,32.0836,72.6711,COVID19,4,6,4,17,40.3,79.7,40.0,2649,30
2015-01-16,Bahawalpur,29.3956,71.6833,Hepatitis E,7,0,0,2,22.4,61.0,3.3,1135,66
2015-05-28,Multan,30.1575,71.5249,Polio,5,7,0,6,37.5,75.0,27.1,1743,34
2015-05-10,Quetta,30.1798,66.975,Dengue,7,6,0,0,38.6,74.9,35.6,2413,46
2015-02-27,Sheikhupura,31.7131,73.9783,COVID19,1,5,2,8,31.1,73.5,24.2,2990,42
2015-04-25,Larkana,27.56,68.21,Influenza,1,4,1,6,40.5,81.5,39.4,2445,71
2015-01-22,Bahawalpur,29.3956,71.6833,Eye Infections,8,10,8,3,22.9,62.2,6.0,1135,66
2015-01-25,Peshawar,34.0151,71.5805,Pneumonia,8,7,10,2,23.7,62.7,13.3,1934,48
2015-03-02,Lahore,31.5497,74.3436,COVID19,21,3,1,8,33.1,75.6,29.8,2677,60
2015-02-27,Lahore,31.5497,74.3436,COVID19,3,1,8,3,31.8,73.4,30.1,2677,60
2015-04-16,Peshawar,34.0151,71.5805,Cholera,5,3,6,0,39.8,79.4,42.1,1934,48
2015-02-09,Sialkot,32.4945,74.5229,Hepatitis E,6,0,8,2,29.3,68.5,17.0,2870,73
2015-02-21,Hyderabad,25.396,68.3578,COVID19,7,4,6,3,29.7,74.4,25.9,2527,79
2015-01-01,Sheikhupura,31.7131,73.9783,Allergies,10,0,0,0,17.0,57.4,0.0,2990,42
2015-04-25,Gwadar,25.1214,62.3256,Rubella,2,5,1,0,40.7,77.2,41.5,3206,36
2015-05-19,Gujranwala,32.1877,74.1945,Eye Infections,5,5,2,13,38.8,75.8,31.4,3361,37
2015-05-25,Gujranwala,32.1877,74.1945,Measles,4,0,2,6,37.2,74.8,29.1,3361,37
2015-01-22,Faisalabad,31.4181,73.0798,Eye Infections,11,2,0,2,24.3,62.8,7.4,1101,39
2015-03-17,Jhelum,32.9333,73.7333,Skin Infections,4,5,2,6,35.7,81.7,36.1,3536,73
2015-03-23,Gwadar,25.1214,62.3256,Measles,5,3,8,8,35.8,76.8,35.7,3206,36
2015-03-02,Peshawar,34.0151,71.5805,Pneumonia,10,0,6,3,32.2,76.7,27.4,1934,48
2015-01-28,Rawalpindi,33.6167,73.0667,Rotavirus,6,3,8,1,23.7,64.9,12.0,1514,35
2015-01-01,Karachi South,24.809,66.991,Pneumonia,0,0,0,0,18.7,58.1,0.0,3410,90
2015-01-19,Multan,30.1575,71.5249,COVID19,4,6,4,7,21.8,63.2,3.2,1743,34
2015-02-06,Jhelum,32.9333,73.7333,Pneumonia,3,4,7,4,27.6,68.0,16.8,3536,73
2015-01-01,Lahore,31.5497,74.3436,Polio,3,0,0,0,18.6,57.3,0.0,2677,60
2015-01-19,Hyderabad,25.396,68.3578,Asthma,9,7,4,9,22.6,63.4,4.5,2527,79
2015-02-03,Sheikhupura,31.7131,73.9783,Cholera,8,3,0,3,27.6,66.2,17.0,2990,42
2015-05-01,Faisalabad,31.4181,73.0798,COVID19,8,16,22,22,39.7,78.6,36.2,1101,39
2015-04-04,Dera Ghazi Khan,30.0561,70.6347,Skin Infections,3,8,5,5,37.0,81.4,38.4,1782,70
2015-04-16,Multan,30.1575,71.5249,Rotavirus,0,6,3,2,38.5,79.2,44.3,1743,34
2015-04-10,Larkana,27.56,68.21,Allergies,5,6,4,5,40.2,78.9,38.6,2445,71
2015-03-29,Karachi South,24.809,66.991,Malaria,5,3,4,6,38.3,76.5,42.8,3410,90
2015-02-15,Sargodha,32.0836,72.6711,Typhoid,6,3,6,7,29.3,70.0,22.3,2649,30
2015-04-25,Rawalpindi,33.6167,73.0667,Skin Infections,3,5,9,6,40.5,79.0,38.3,1514,35
2015-01-31,Gwadar,25.1214,62.3256,Asthma,1,4,2,5,26.4,64.8,10.3,3206,36
2015-02-18,Multan,30.1575,71.5249,Dengue,9,8,2,2,29.9,72.4,26.0,1743,34
2015-02-15,Sialkot,32.4945,74.5229,Rubella,7,6,3,3,28.2,69.9,22.0,2870,73
2015-05-04,Turbat,26.0043,63.0488,Allergies,2,5,1,3,41.6,80.0,36.8,2245,70
2015-01-07,Gujranwala,32.1877,74.1945,Cholera,5,6,4,0,18.9,58.7,0.0,3361,37
2015-05-04,Faisalabad,31.4181,73.0798,Pneumonia,4,6,5,7,41.4,79.8,36.7,1101,39
2015-05-25,Faisalabad,31.4181,73.0798,COVID19,3,5,0,2,38.5,77.4,25.6,1101,39
2015-03-20,Lahore,31.5497,74.3436,Skin Infections,12,5,0,3,37.0,77.9,34.3,2677,60
2015-03-14,Sialkot,32.4945,74.5229,Influenza,8,5,6,3,34.1,79.1,37.5,2870,73
2015-01-19,Jhelum,32.9333,73.7333,Polio,10,3,6,8,21.3,62.5,8.0,3536,73
2015-04-16,Islamabad,33.6844,73.0479,Skin Infections,4,4,10,6,39.8,82.5,39.7,2816,30
2015-04-07,Gwadar,25.1214,62.3256,Skin Infections,9,6,3,0,37.1,76.7,42.4,3206,36
2015-02-18,Quetta,30.1798,66.975,Allergies,12,2,5,0,29.9,75.4,22.7,2413,46
2015-04-10,Lahore,31.5497,74.3436,Tuberculosis,6,3,5,4,38.9,80.8,38.7,2677,60
2015-01-04,Sukkur,27.705,68.857,Influenza,12,11,0,0,17.7,55.3,0.0,4954,59
2015-05-25,Hyderabad,25.396,68.3578,Pneumonia,7,0,3,3,38.3,73.4,29.8,2527,79
2015-02-21,Karachi South,24.809,66.991,Rotavirus,2,5,8,5,30.8,76.9,25.4,3410,90
2015-02-18,Gwadar,25.1214,62.3256,Influenza,12,11,9,13,31.8,67.8,22.8,3206,36
2015-01-16,Sialkot,32.4945,74.5229,GI Infections,6,5,0,2,22.8,59.9,3.5,2870,73
2015-04-10,Peshawar,34.0151,71.5805,Cholera,6,0,4,1,38.5,79.1,42.8,1934,48
2015-01-13,Jhelum,32.9333,73.7333,Tuberculosis,7,1,0,4,20.5,60.8,0.5,3536,73
2015-02-18,Islamabad,33.6844,73.0479,Measles,6,4,1,9,29.3,70.5,26.4,2816,30
2015-01-07,Peshawar,34.0151,71.5805,Rotavirus,5,5,1,0,21.2,58.7,0.0,1934,48
2015-05-04,Sukkur,27.705,68.857,Polio,2,1,4,3,39.2,78.4,38.7,4954,59
2015-03-29,Quetta,30.1798,66.975,Typhoid,0,0,0,3,38.8,74.9,33.3,2413,46
2015-04-07,Multan,30.1575,71.5249,Hepatitis A,9,5,4,4,41.1,81.5,39.8,1743,34
2015-04-07,Sargodha,32.0836,72.6711,Dengue,3,5,2,0,38.0,83.1,38.9,2649,30
2015-01-28,Gujranwala,32.1877,74.1945,Measles,4,7,5,0,25.0,67.4,10.1,3361,37
2015-04-25,Bahawalpur,29.3956,71.6833,Malaria,4,5,0,4,39.9,78.9,38.3,1135,66
2015-04-16,Sukkur,27.705,68.857,COVID19,15,18,17,23,41.3,78.4,39.9,4954,59
2015-05-07,Gwadar,25.1214,62.3256,Influenza,1,1,5,2,40.3,76.7,35.0,3206,36
2015-01-01,Sukkur,27.705,68.857,Influenza,11,0,0,0,16.6,56.5,0.0,4954,59
2015-05-16,Faisalabad,31.4181,73.0798,Measles,0,4,4,1,40.1,79.2,29.1,1101,39
2015-05-07,Karachi South,24.809,66.991,Rubella,4,3,8,4,41.6,75.9,36.2,3410,90
2015-05-25,Larkana,27.56,68.21,Rubella,6,1,3,9,38.6,73.4,33.2,2445,71
2015-05-10,Jhelum,32.9333,73.7333,COVID19,3,3,7,8,37.4,79.3,35.3,3536,73
2015-01-16,Rawalpindi,33.6167,73.0667,Hepatitis A,4,0,8,3,22.5,60.5,3.0,1514,35
2015-03-17,Dera Ghazi Khan,30.0561,70.6347,Allergies,3,3,5,1,35.8,76.3,32.7,1782,70
2015-03-05,Gwadar,25.1214,62.3256,Typhoid,4,4,2,1,34.0,77.0,32.7,3206,36
2015-01-04,Multan,30.1575,71.5249,Polio,9,3,0,0,18.0,55.5,0.0,1743,34
2015-02-15,Sargodha,32.0836,72.6711,Rubella,9,2,0,5,29.3,70.0,22.3,2649,30
2015-05-04,Lahore,31.5497,74.3436,Influenza,5,1,2,9,41.0,81.4,31.4,2677,60
2015-03-20,Karachi South,24.809,66.991,Mumps,1,3,5,4,36.6,79.2,36.7,3410,90
2015-01-31,Karachi South,24.809,66.991,GI Infections,1,2,2,5,25.1,68.9,17.7,3410,90
2015-03-17,Lahore,31.5497,74.3436,COVID19,16,20,21,27,37.1,79.5,34.8,2677,60
2015-04-13,Turbat,26.0043,63.0488,Influenza,5,6,2,2,39.6,80.7,40.6,2245,70
2015-01-28,Hyderabad,25.396,68.3578,Typhoid,5,4,4,4,25.0,65.6,10.4,2527,79
2015-03-20,Gujranwala,32.1877,74.1945,Measles,0,6,7,3,36.6,77.0,37.4,3361,37
2015-03-08,Jhelum,32.9333,73.7333,Asthma,5,9,4,10,33.5,75.6,31.6,3536,73
2015-01-22,Hyderabad,25.396,68.3578,Measles,1,4,5,4,24.1,64.0,4.1,2527,79
2015-03-26,Quetta,30.1798,66.975,Asthma,1,3,10,8,38.0,79.3,40.1,2413,46
2015-01-16,Gwadar,25.1214,62.3256,Asthma,7,5,1,5,19.9,63.3,4.0,3206,36
2015-04-16,Islamabad,33.6844,73.0479,Polio,7,8,3,4,39.8,82.5,39.7,2816,30
2015-04-01,Jhelum,32.9333,73.7333,Influenza,7,7,6,8,39.6,82.8,41.3,3536,73
2015-04-22,Faisalabad,31.4181,73.0798,Typhoid,3,10,5,1,39.3,81.2,37.6,1101,39
2015-04-16,Sukkur,27.705,68.857,GI Infections,1,8,5,8,41.3,78.4,39.9,4954,59
2015-03-14,Bahawalpur,29.3956,71.6833,Hepatitis A,4,5,3,9,35.2,78.7,35.0,1135,66
2015-02-15,Multan,30.1575,71.5249,Malaria,7,9,3,2,29.3,72.6,23.1,1743,34
2015-02-15,Jhelum,32.9333,73.7333,Tuberculosis,8,8,9,3,30.3,71.0,19.8,3536,73
2015-03-29,Gujranwala,32.1877,74.1945,Typhoid,3,5,9,0,37.3,78.5,38.4,3361,37
2015-05-01,Karachi South,24.809,66.991,Measles,7,11,5,1,37.6,79.0,37.7,3410,90
2015-01-22,Islamabad,33.6844,73.0479,Malaria,0,5,0,4,23.8,62.8,5.6,2816,30
2015-02-18,Karachi South,24.809,66.991,COVID19,7,6,1,9,31.1,72.6,24.0,3410,90
2015-02-15,Faisalabad,31.4181,73.0798,Rubella,3,6,8,2,27.7,71.2,20.4,1101,39
2015-03-14,Sialkot,32.4945,74.5229,GI Infections,4,5,6,5,34.1,79.1,37.5,2870,73
2015-04-13,Peshawar,34.0151,71.5805,Mumps,1,2,3,4,41.0,80.1,42.0,1934,48
2015-03-20,Jhelum,32.9333,73.7333,Cholera,3,6,0,0,35.7,78.6,36.6,3536,73
2015-03-29,Quetta,30.1798,66.975,Dengue,4,4,3,11,38.8,74.9,33.3,2413,46
2015-05-01,Gwadar,25.1214,62.3256,Tuberculosis,6,1,6,1,40.5,76.5,39.7,3206,36
2015-05-19,Sargodha,32.0836,72.6711,COVID19,5,1,12,4,38.5,74.1,32.2,2649,30
2015-01-10,Jhelum,32.9333,73.7333,Hepatitis A,4,1,2,0,20.0,59.6,1.6,3536,73
2015-02-15,Gujranwala,32.1877,74.1945,Rotavirus,0,6,1,2,28.7,72.8,23.3,3361,37
2015-03-26,Sargodha,32.0836,72.6711,Pneumonia,2,3,0,2,38.3,79.4,35.9,2649,30
2015-05-25,Gwadar,25.1214,62.3256,COVID19,1,3,7,10,40.4,73.6,29.3,3206,36
2015-03-23,Karachi South,24.809,66.991,Cholera,4,0,0,2,37.5,78.9,37.4,3410,90
2015-03-14,Sukkur,27.705,68.857,Rotavirus,5,4,6,5,36.7,76.4,37.8,4954,59
2015-03-17,Sukkur,27.705,68.857,Asthma,11,7,7,4,34.8,77.7,37.8,4954,59
2015-01-07,Sialkot,32.4945,74.5229,Asthma,6,5,1,0,20.2,58.8,0.0,2870,73
2015-03-20,Rawalpindi,33.6167,73.0667,Skin Infections,2,4,7,2,37.1,78.9,38.2,1514,35
2015-02-18,Sargodha,32.0836,72.6711,Allergies,2,5,6,1,29.6,75.2,23.2,2649,30
2015-02-24,Bahawalpur,29.3956,71.6833,Typhoid,8,0,11,4,30.9,73.9,30.1,1135,66
2015-04-19,Gujranwala,32.1877,74.1945,Mumps,4,4,8,6,40.0,80.2,38.6,3361,37
2015-05-07,Faisalabad,31.4181,73.0798,Hepatitis E,2,10,3,7,41.0,77.7,35.4,1101,39
2015-05-01,Gujranwala,32.1877,74.1945,Malaria,8,2,5,2,40.3,77.9,37.3,3361,37
2015-02-18,Faisalabad,31.4181,73.0798,Measles,11,0,2,8,30.5,70.1,24.5,1101,39
2015-05-19,Peshawar,34.0151,71.5805,COVID19,8,0,5,2,38.1,76.0,33.3,1934,48
2015-02-18,Multan,30.1575,71.5249,GI Infections,5,8,0,2,29.9,72.4,26.0,1743,34
2015-02-21,Quetta,30.1798,66.975,Typhoid,5,5,6,4,30.2,72.3,24.4,2413,46
2015-04-19,Faisalabad,31.4181,73.0798,Polio,1,8,3,5,39.0,82.1,39.7,1101,39
2015-01-25,Sukkur,27.705,68.857,GI Infections,2,5,7,10,24.3,63.2,9.1,4954,59
2015-03-23,Sheikhupura,31.7131,73.9783,Dengue,7,7,4,0,38.9,77.5,36.7,2990,42
2015-01-10,Karachi South,24.809,66.991,Cholera,2,6,2,5,20.2,59.4,0.0,3410,90
2015-01-25,Karachi South,24.809,66.991,Tuberculosis,4,3,2,6,23.5,61.9,8.9,3410,90
2015-04-07,Sialkot,32.4945,74.5229,Mumps,3,8,2,3,38.2,78.3,43.1,2870,73
2015-01-19,Sukkur,27.705,68.857,Measles,0,5,8,4,24.0,61.5,7.0,4954,59
2015-03-14,Faisalabad,31.4181,73.0798,Mumps,4,4,9,6,35.6,74.8,33.9,1101,39
2015-02-18,Peshawar,34.0151,71.5805,Pneumonia,5,9,6,5,31.8,72.1,24.6,1934,48
2015-03-14,Multan,30.1575,71.5249,Hepatitis E,1,3,4,4,36.4,75.3,34.4,1743,34
2015-01-25,Jhelum,32.9333,73.7333,Hepatitis E,5,7,2,4,24.1,68.1,10.8,3536,73
2015-01-16,Sargodha,32.0836,72.6711,Malaria,2,4,10,5,21.5,56.3,1.6,2649,30
2015-03-17,Rawalpindi,33.6167,73.0667,Cholera,4,3,1,3,36.8,82.3,35.1,1514,35
2015-02-24,Faisalabad,31.4181,73.0798,Dengue,8,3,2,5,32.1,72.6,25.8,1101,39
2015-01-25,Faisalabad,31.4181,73.0798,Mumps,6,2,2,2,24.1,67.0,7.7,1101,39
2015-04-25,Jhelum,32.9333,73.7333,Allergies,3,3,8,0,40.7,80.3,38.6,3536,73
2015-04-25,Dera Ghazi Khan,30.0561,70.6347,Skin Infections,2,8,2,4,40.4,78.2,33.8,1782,70
2015-05-19,Gwadar,25.1214,62.3256,Influenza,3,0,5,1,39.5,77.4,29.7,3206,36
2015-03-17,Turbat,26.0043,63.0488,Rubella,2,5,4,5,34.9,76.8,36.2,2245,70
2015-01-28,Sialkot,32.4945,74.5229,Hepatitis E,3,8,2,3,26.4,64.1,12.1,2870,73
2015-04-13,Lahore,31.5497,74.3436,Eye Infections,4,4,5,2,40.1,79.2,40.6,2677,60
2015-04-22,Sargodha,32.0836,72.6711,Polio,4,1,4,3,40.7,78.1,42.1,2649,30
2015-03-23,Jhelum,32.9333,73.7333,Typhoid,3,10,8,9,38.3,78.3,39.0,3536,73
2015-01-28,Turbat,26.0043,63.0488,Mumps,4,0,5,9,24.0,66.9,12.0,2245,70
2015-04-28,Peshawar,34.0151,71.5805,Tuberculosis,0,3,2,3,38.0,77.8,37.6,1934,48
2015-02-27,Turbat,26.0043,63.0488,Allergies,3,7,6,5,33.2,75.3,29.7,2245,70
2015-01-22,Larkana,27.56,68.21,COVID19,5,1,9,4,23.6,63.1,8.9,2445,71
2015-03-29,Gwadar,25.1214,62.3256,COVID19,15,18,21,19,37.0,81.3,39.9,3206,36
